title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3
Her,2013,1798709,4860,2,8.0,667406.0,126,Drama,Romance,Sci-Fi
"Hit Girl, The",2013,2651924,4166,3,6.7,85.0,86,Action,Adventure,Comedy
"Hobbit: The Desolation of Smaug, The",2013,1170358,4921,3,7.8,703271.0,161,Adventure,Drama,Fantasy
Homefront,2013,2312718,5640,2,6.5,129753.0,100,Action,Crime,Thriller
Horns,2013,1528071,5893,3,6.4,87857.0,120,Comedy,Fantasy,Horror
"Host, The",2013,1517260,4023,3,5.8,118451.0,125,Action,Adventure,Drama
"Hot Flashes, The",2013,2201251,4455,3,5.1,2158.0,99,Comedy,Sport,
How I Live Now,2013,1894476,4925,3,6.4,31922.0,101,Action,Adventure,Drama
Hross i oss,2013,3074732,6100,3,6.8,3487.0,81,Comedy,Drama,Romance
"Hunger Games: Catching Fire, The",2013,1951264,4851,3,7.5,719215.0,146,Action,Adventure,Sci-Fi
I Give it a Year,2013,2244901,5268,3,5.7,39316.0,97,Comedy,Romance,
I Used to Be Darker,2013,2147728,4743,3,5.7,1034.0,89,Drama,Music,
I&#39;m So Excited,2013,2243389,4305,2,5.6,24711.0,90,Comedy,Musical,
Ida,2013,2718492,5335,3,7.4,60603.0,82,Drama,,
Identity Thief,2013,2024432,3886,2,5.7,140699.0,111,Comedy,Crime,Drama
"Immigrant, The",2013,1951181,5525,3,6.6,33714.0,120,Drama,Romance,
In Fear,2013,2165859,5732,0,5.4,10127.0,85,Horror,Mystery,Thriller
In a World...,2013,2294677,4472,3,6.7,33030.0,93,Comedy,,
"Incredible Burt Wonderstone, The",2013,790628,3996,1,5.9,75816.0,100,Comedy,,
Inside Llewyn Davis,2013,2042568,4814,1,7.4,163026.0,104,Drama,Music,
Insidious: Chapter 2,2013,2226417,4879,2,6.5,188326.0,106,Horror,Mystery,Thriller
Instructions Not Included,2013,2378281,4652,3,7.5,32628.0,115,Comedy,Drama,
Interior. Leather Bar.,2013,2352488,5491,1,5.0,2705.0,60,Drama,,
"Internship, The",2013,2234155,4213,1,6.3,214776.0,119,Comedy,,
"Invisible Woman, The",2013,1700845,5746,3,6.1,10450.0,111,Biography,Drama,History
Iron Man 3,2013,1300854,4090,3,7.1,897043.0,130,Action,Adventure,Sci-Fi
Is the Man Who Is Tall Happy?,2013,1817287,6483,0,7.1,3672.0,88,Animation,Biography,Documentary
Jack and the Cuckoo-Clock Heart,2013,1181840,6377,3,6.9,7417.0,94,Adventure,Animation,Drama
Jack the Giant Slayer,2013,1351685,3955,0,6.3,146685.0,114,Action,Adventure,Fantasy
Jeune &amp; jolie,2013,2752200,4836,3,6.7,38181.0,95,Drama,Romance,
Jug Face,2013,2620736,8101,3,5.3,7936.0,81,Drama,Horror,Thriller
Jurassic Attack,2013,2303110,3900,2,2.4,1423.0,83,Action,Adventure,Comedy
Justice Is Mind,2013,2289920,5537,3,5.0,294.0,153,Crime,Drama,Mystery
Karlek deluxe,2013,2792728,5093,3,4.3,345.0,92,Comedy,,
Kaze tachinu,2013,2013293,5579,3,7.8,98178.0,126,Animation,Biography,Drama
Kick-Ass 2,2013,1650554,4470,3,6.5,287660.0,103,Action,Comedy,Crime
Kill Your Darlings,2013,1311071,5362,1,6.4,41144.0,104,Biography,Drama,Romance
Killing Season,2013,1480295,4537,1,5.4,38800.0,91,Action,Drama,Thriller
"Kings of Summer, The",2013,2179116,5576,2,7.1,84273.0,95,Adventure,Comedy,Drama
Knights of Badassdom,2013,1545660,5145,3,5.6,21480.0,86,Action,Adventure,Comedy
Kyss meg for faen i helvete,2013,2829458,5113,3,6.4,805.0,90,Comedy,Drama,Romance
L&#39;amour est un crime parfait,2013,3103576,5119,2,5.8,2155.0,110,Crime,Thriller,
L&#39;ecume des jours,2013,2027140,4294,3,6.5,16692.0,131,Comedy,Drama,Fantasy
La Venus a la fourrure,2013,2406252,5377,0,7.1,20914.0,96,Drama,,
La grande bellezza,2013,2358891,6415,3,7.7,97166.0,141,Drama,,
La jaula de oro,2013,2042583,6734,0,7.6,5123.0,108,Drama,,
"Last Exorcism Part II, The",2013,2034139,4132,3,4.0,16964.0,88,Horror,Thriller,
"Last Keepers, The",2013,1716767,4887,3,5.5,2153.0,85,Family,Fantasy,
Last Passenger,2013,1858481,5193,3,5.7,7390.0,97,Action,Mystery,Thriller
"Last Stand, The",2013,1549920,5570,1,6.3,145097.0,107,Action,Thriller,Western
Last Vegas,2013,1204975,5161,1,6.6,136743.0,105,Comedy,,
"Last of Robin Hood, The",2013,2450440,6966,3,5.7,2406.0,94,Biography,Drama,Romance
Le Pass&eacute;,2013,2404461,5105,3,7.7,50825.0,130,Drama,Mystery,
Le week-end,2013,2392326,6145,1,6.4,8683.0,93,Comedy,Drama,Romance
Lee Daniels&#39; The Butler,2013,1327773,4522,3,7.2,119629.0,132,Biography,Drama,
Legends of Oz: Dorothy&#39;s Return,2013,884726,5917,3,5.0,6253.0,88,Adventure,Animation,Family
Les Reines du Ring (English: Wrestling Queens),2013,2330546,4866,3,5.5,653.0,97,Comedy,Sport,
"Les garcons et Guillaume, a table!",2013,2315200,5022,1,6.6,8038.0,85,Comedy,,
Life Inside Out,2013,2543508,5587,3,6.6,284.0,102,Drama,,
"Lifeguard, The",2013,2265534,5322,3,5.6,15194.0,98,Drama,Romance,
Locke,2013,2692904,5527,0,7.1,159254.0,85,Drama,,
"Lone Ranger, The",2013,1210819,4279,1,6.4,244163.0,150,Action,Adventure,Western
Lone Survivor,2013,1091191,8195,0,7.5,305976.0,121,Action,Biography,Drama
"Look of Love, The",2013,1951216,5162,3,6.0,7312.0,101,Biography,Comedy,Drama
Love &amp; Air Sex,2013,2388759,5140,3,5.1,1032.0,91,Comedy,Romance,
"Love Punch, The",2013,2234261,5754,3,5.7,15818.0,94,Comedy,Romance,
Lovelace,2013,1426329,4583,3,6.2,42670.0,93,Biography,Drama,
Lucia,2013,2358592,9070,3,8.3,13366.0,135,Drama,Sci-Fi,Thriller
"Lunchbox, The",2013,2350496,4857,3,7.8,60685.0,104,Drama,Romance,
Machete Kills,2013,2002718,4651,3,5.6,82288.0,107,Action,Comedy,Crime
"Machine, The",2013,2317225,5787,3,6.0,32041.0,91,Action,Drama,Sci-Fi
Madoka Magica: Rebellion Story,2013,2457282,5026,3,7.8,4115.0,116,Animation,Drama,Fantasy
Maidentrip,2013,2555268,6709,3,7.5,3987.0,82,Adventure,Biography,Documentary
Mama,2013,2023587,3853,3,6.2,190815.0,100,Fantasy,Horror,Thriller
Man of Steel,2013,770828,4238,3,7.1,810298.0,143,Action,Adventure,Sci-Fi
Man of Tai Chi,2013,2016940,4908,3,6.0,40917.0,105,Action,Drama,
Mandela: Long Walk to Freedom,2013,2304771,5023,1,7.1,29150.0,141,Biography,Drama,History
Mary and Martha,2013,2284766,4306,3,6.8,3614.0,95,Drama,,
Meine Schwestern,2013,2582008,5188,3,6.6,166.0,90,Drama,,
Metalocalypse The Doomstar Requiem,2013,3298820,10329,1,7.9,1811.0,60,Animation,Comedy,Music
Michael Kohlhaas,2013,2054790,4553,1,6.1,9182.0,122,Drama,History,
Minha Mae e uma Peca: O Filme,2013,2464018,8817,3,6.8,5786.0,84,Comedy,,
Mobius,2013,2106550,4426,3,6.1,5798.0,103,Drama,Thriller,
Monster High: Thirteen Wishes,2013,3159812,10456,1,6.9,1302.0,73,Animation,,
Monster Pies,2013,2379082,7137,2,6.7,3153.0,85,Drama,Romance,
Monsters University,2013,1453405,4256,1,7.2,388664.0,104,Adventure,Animation,Comedy
"Mortal Instruments: City of Bones, The",2013,1538403,4509,3,5.8,138621.0,130,Action,Adventure,Fantasy
Moving Mountains,2013,2415174,4853,3,6.6,73.0,104,Drama,Family,
Mt. Zion,2013,2580928,3883,1,6.0,270.0,96,Drama,,
Mud,2013,1935179,4115,1,7.4,188439.0,130,Adventure,Drama,
My Little Pony: Equestria Girls,2013,2908228,4266,3,6.2,5910.0,72,Animation,Comedy,Family
Nazotoki wa Dinner no Ato de (The After-Dinner Mysteries),2013,2188560,4473,2,6.1,295.0,121,Mystery,,
Nebraska,2013,1821549,4658,3,7.7,123255.0,115,Drama,,
Night Train to Lisbon,2013,1654523,4891,1,6.8,20722.0,111,Mystery,Romance,Thriller
Now You See Me,2013,1670345,4188,1,7.2,706137.0,115,Crime,Mystery,Thriller
"Numbers Station, The",2013,1659338,4226,1,5.6,20827.0,89,Action,Thriller,
Nymphomaniac: Volume 1,2013,1937390,5067,3,6.9,131257.0,117,Drama,,
Nymphomaniac: Volume 2,2013,2382009,5121,3,6.6,97983.0,124,Drama,,
O Tempo e o Vento,2013,2401711,4642,3,6.7,906.0,115,Drama,Romance,War
Oblivion,2013,1483013,4055,3,7.0,552077.0,124,Action,Adventure,Sci-Fi
Odd Thomas,2013,1767354,5490,3,6.8,57291.0,100,Comedy,Fantasy,Horror
Oldboy,2013,1321511,5167,2,5.8,80595.0,104,Action,Drama,Mystery
Olympus Has Fallen,2013,2302755,4021,1,6.5,291741.0,119,Action,Thriller,
Once Upon a Time in Vietnam,2013,2531258,5641,0,5.2,534.0,102,Action,Adventure,Drama
Only God Forgives,2013,1602613,4367,3,5.7,117901.0,90,Action,Crime,Drama
Only Lovers Left Alive,2013,1714915,5000,3,7.2,107917.0,123,Comedy,Drama,Fantasy
Open Road,2013,1922679,6130,3,5.3,1835.0,85,Action,Drama,Thriller
Out of the Furnace,2013,1206543,4910,1,6.7,124815.0,116,Action,Crime,Drama
Oz the Great and Powerful,2013,1623205,3961,3,6.3,214066.0,130,Adventure,Family,Fantasy
Pacific Rim,2013,1663662,4334,1,6.9,529468.0,131,Action,Adventure,Sci-Fi
Pain &amp; Gain,2013,1980209,4195,1,6.4,228969.0,129,Action,Biography,Comedy
Palo Alto,2013,2479800,5526,3,6.2,31062.0,100,Drama,,
Parker,2013,1904996,4163,3,6.2,129312.0,118,Action,Crime,Thriller
Particle Fever,2013,1385956,6004,3,7.4,7575.0,99,Documentary,,
Pasadena,2013,2357263,4072,3,4.6,253.0,84,Comedy,Drama,
Patema Inverted,2013,2981768,5626,0,7.3,10177.0,98,Adventure,Animation,Drama
Peeples,2013,1699755,4205,3,5.4,5115.0,95,Comedy,Romance,
Percy Jackson: Sea of Monsters,2013,1854564,4906,3,5.7,126324.0,106,Adventure,Family,Fantasy
Perfect Mothers,2013,2103267,4808,3,6.2,36590.0,112,Drama,Romance,
Persona 3 the Movie: #1 Spring of Birth,2013,3198652,9170,3,6.6,847.0,97,Action,Adventure,Animation
Philomena,2013,2431286,4888,3,7.6,103691.0,98,Biography,Comedy,Drama
"Physician, The",2013,2101473,5011,1,7.2,41850.0,155,Adventure,Drama,History
Planes,2013,1691917,4463,1,5.7,48538.0,91,Adventure,Animation,Comedy
Plush,2013,2226519,6272,3,5.2,4142.0,99,Drama,Horror,Mystery
Pozitia copilului,2013,2187115,4155,3,7.4,8839.0,112,Drama,,
"Pretty One, The",2013,2140577,5542,3,6.3,10313.0,90,Comedy,Drama,
Prince Avalanche,2013,2195548,4488,0,6.3,20872.0,94,Comedy,Drama,
"Princess Twins of Legendale, The",2013,3122122,5861,3,5.1,138.0,74,Adventure,Animation,Family
Prisoners,2013,1392214,4641,3,8.2,805521.0,153,Crime,Drama,Mystery
Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,2013,2457282,4980,3,7.8,4115.0,116,Animation,Drama,Fantasy
"Punk Singer, The",2013,1785612,5518,3,7.4,3080.0,81,Biography,Documentary,Music
"Purge, The",2013,2184339,4225,3,5.7,239365.0,85,Horror,Sci-Fi,Thriller
R.I.P.D.,2013,790736,4382,1,5.6,143311.0,96,Action,Adventure,Comedy
"Railway Man, The",2013,2058107,5062,0,7.1,42575.0,116,Biography,Drama,Romance
Red 2,2013,1821694,4393,3,6.6,180359.0,116,Action,Comedy,Crime
Remember Sunday,2013,2770480,5845,3,6.9,12172.0,96,Drama,Romance,
"Returned, The",2013,2093270,6110,3,5.9,8755.0,98,Crime,Drama,Horror
Rewind,2013,2193185,6570,1,6.0,1622.0,76,Action,Sci-Fi,Thriller
Riddick,2013,1411250,4543,0,6.4,177622.0,119,Action,Adventure,Sci-Fi
Runner Runner,2013,2364841,4653,0,5.6,65633.0,88,Crime,Mystery,Thriller
Rush,2013,1979320,5061,1,8.1,511742.0,123,Action,Biography,Drama
Sadako 3D 2,2013,2440362,5676,3,4.1,882.0,96,Horror,,
Safe Haven,2013,1702439,3911,3,6.7,115992.0,115,Drama,Romance,Thriller
Saige Paints the Sky,2013,2818348,4627,3,5.7,531.0,100,Adventure,Drama,Family
Saving Mr. Banks,2013,2140373,4965,3,7.5,169805.0,125,Biography,Comedy,Drama
"Secret Life of Walter Mitty, The",2013,359950,4912,3,7.3,340054.0,114,Adventure,Comedy,Drama
"Selfish Giant, The",2013,2304426,6892,1,7.3,12715.0,91,Drama,,
Sharknado,2013,2724064,4365,3,3.3,52793.0,86,Action,Adventure,Comedy
She Made Them Do It,2013,2336846,7807,1,6.2,1666.0,90,Crime,Drama,
Short Term 12,2013,2370248,4598,3,7.9,91674.0,96,Drama,,
Side Effects,2013,2053463,3913,3,7.1,196940.0,106,Crime,Drama,Mystery
Skinwalker Ranch,2013,2881698,4803,0,5.1,4940.0,86,Horror,Mystery,Sci-Fi
Sleeping with the Fishes,2013,2286988,8954,3,5.6,256.0,101,Comedy,,
"Smurfs 2, The",2013,2017020,4416,3,5.3,45879.0,105,Adventure,Animation,Comedy
Snowpiercer,2013,1706620,5296,3,7.1,388000.0,126,Action,Drama,Sci-Fi
Some Girl(s),2013,2201221,5114,1,4.5,3797.0,90,Comedy,Drama,
"Soshite chichi ni naru (Like Father, Like Son)",2013,2331143,5190,3,7.8,28015.0,121,Drama,,
"Spectacular Now, The",2013,1714206,5987,2,7.0,161115.0,95,Drama,Romance,
Stalingrad,2013,1966566,6750,1,5.7,17682.0,131,Action,Drama,War
Star Trek Into Darkness,2013,1408101,4127,1,7.7,496546.0,132,Action,Adventure,Sci-Fi
"Starving Games, The",2013,2403029,5111,3,3.2,22482.0,83,Adventure,Comedy,Sci-Fi
Still Life,2013,2395417,5076,1,7.4,8878.0,92,Drama,,
Stoker,2013,1682180,4281,3,6.7,114365.0,99,Drama,Thriller,
Stranger by the Lake,2013,2852458,10020,0,6.9,15872.0,100,Drama,Horror,Romance
Summer League,2013,2585078,4514,3,5.1,415.0,95,Comedy,Drama,Sport
Sunshine on Leith,2013,2481198,4759,3,6.6,7366.0,100,Comedy,Drama,Musical
Suzanne,2013,2298416,5020,3,6.7,1860.0,94,Drama,,
Svecenikova djeca,2013,2395421,5672,1,6.8,4509.0,96,Comedy,Drama,
Switch,2013,2460488,11006,2,2.2,1981.0,122,Action,Adventure,Crime
"Tale of The Princess Kaguya, The",2013,2576852,5896,3,8.0,53725.0,137,Animation,Drama,Family
Tangerines,2013,2991224,7533,0,8.1,48873.0,87,Drama,War,
Teen Beach Movie,2013,2325989,6647,3,5.9,14001.0,110,Comedy,Family,Fantasy
Texas Chainsaw 3D,2013,1572315,4142,3,4.8,55887.0,92,Horror,Thriller,
Thanks for Sharing,2013,1932718,5079,2,6.4,29482.0,112,Comedy,Drama,Romance
This Is the End,2013,1245492,4167,1,6.6,434027.0,107,Comedy,Fantasy,
Thor: The Dark World,2013,1981115,4756,3,6.8,723360.0,112,Action,Adventure,Fantasy
Tim&#39;s Vermeer,2013,3089388,6006,2,7.8,8551.0,80,Documentary,History,
"To Do List, The",2013,1758795,4431,3,5.8,41856.0,104,Comedy,Romance,
Touchy Feely,2013,2364949,5507,3,5.3,3862.0,88,Comedy,Drama,
Tracks,2013,2167266,5622,3,7.1,31673.0,112,Adventure,Biography,Drama
Trance,2013,1924429,4025,0,6.9,117586.0,101,Crime,Drama,Mystery
Trap for Cinderella,2013,1766175,5436,3,5.6,1719.0,100,Crime,Drama,Mystery
"Truth About Emanuel, The",2013,1838520,5903,3,6.0,9695.0,95,Drama,Mystery,Thriller
Turbo,2013,1860353,4375,3,6.4,110152.0,96,Adventure,Animation,Comedy
UMMAH - Unter Freunden,2013,2664258,4540,1,6.4,816.0,107,Comedy,Drama,
Upstream Color,2013,2084989,6693,0,6.5,34916.0,96,Drama,Mystery,Sci-Fi
V/H/S/2,2013,2450186,5126,3,6.0,43838.0,96,Horror,Thriller,
Vai que da Certo,2013,2220408,4126,1,5.8,1444.0,110,Comedy,,
Very Good Girls,2013,1931602,7716,3,5.9,16330.0,91,Drama,Romance,
Vi ar bast!,2013,2364975,4647,3,7.1,11308.0,102,Drama,Music,
Vino Veritas,2013,1647413,7783,3,6.2,139.0,96,Comedy,,
Viva la liberta,2013,2523600,5203,1,6.9,4700.0,94,Comedy,Drama,
"Vivian Maier Mystery, The",2013,3252208,6082,3,7.9,201.0,50,Documentary,,
Vivir es facil con los ojos cerrados,2013,2896036,5283,0,7.0,6575.0,108,Comedy,Drama,
Wadjda,2013,2258858,4304,3,7.5,21439.0,98,Comedy,Drama,
Warm Bodies,2013,1588173,3862,2,6.8,243131.0,98,Comedy,Horror,Romance
"Way Way Back, The",2013,1727388,4420,3,7.4,156658.0,103,Comedy,Drama,
We Are What We Are,2013,2309021,4948,3,5.9,22084.0,105,Drama,Horror,Thriller
We&#39;re the Millers,2013,1723121,4507,3,7.0,484844.0,110,Comedy,Crime,
Welcome to the Punch,2013,1684233,4433,1,6.1,34711.0,99,Action,Crime,Thriller
Wetlands,2013,2524674,6167,3,5.8,12345.0,109,Comedy,Drama,
What If,2013,1486834,6083,3,6.8,81547.0,98,Comedy,Romance,
White House Down,2013,2334879,4309,2,6.3,235757.0,131,Action,Drama,Thriller
White Lies,2013,2386257,8629,3,7.0,573.0,99,Drama,,
"Wine of Summer, The",2013,2066133,4715,3,5.2,462.0,90,Comedy,Drama,Romance
Witching and Bitching,2013,2404738,4768,3,6.4,15443.0,112,Action,Comedy,Fantasy
"Wolf of Wall Street, The",2013,993846,4922,3,8.2,1575295.0,180,Biography,Comedy,Crime
"Wolverine, The",2013,1430132,4388,3,6.7,490964.0,126,Action,Sci-Fi,
Words and Pictures,2013,2380331,5464,3,6.6,11399.0,111,Comedy,Drama,Romance
World War Z,2013,816711,4259,3,7.0,717225.0,116,Action,Adventure,Horror
"World&#39;s End, The",2013,1213663,4414,2,6.9,297662.0,109,Action,Comedy,Sci-Fi
Wrong Cops,2013,2166616,5670,1,5.9,8140.0,83,Comedy,Crime,
Xi you xiang mo pian (Journey to the West),2013,2017561,5457,2,6.7,13938.0,110,Action,Adventure,Comedy
Yeh Jawaani Hai Deewani,2013,2178470,8745,3,7.2,51332.0,160,Comedy,Drama,Musical
Yip Man: Jung gik yat jin,2013,2495118,5613,3,6.1,11539.0,100,Action,Biography,Drama
Young Detective Dee: Rise of the Sea Dragon,2013,2992146,6142,2,6.4,5178.0,134,Action,Adventure,Drama
"Young and Prodigious T.S. Spivet, The",2013,1981107,5607,3,7.0,19914.0,105,Adventure,Comedy,Drama
"Zero Theorem, The",2013,2333804,5647,0,6.0,49577.0,107,Comedy,Drama,Fantasy
Zipi y Zape y el club de la canica,2013,2388821,5225,0,5.5,1066.0,97,Adventure,Comedy,
Zombie Hunter,2013,2446502,5001,3,3.5,2813.0,93,Action,Comedy,Horror
"Zoran, il mio nipote scemo",2013,3078718,6246,0,6.5,969.0,106,Comedy,Family,
Zum Geburtstag,2013,2865802,4604,2,5.5,194.0,85,Drama,Thriller,
rastres de s&aacute;ndal,2013,3521332,5992,3,6.6,446.0,95,Drama,,
&#39;71,2014,2614684,5159,0,7.2,59993.0,99,Action,Crime,Drama
12 Dog Days Till Christmas,2014,3579698,10318,3,4.7,564.0,90,Comedy,Drama,Family
22 Jump St,2014,2294449,5663,2,7.0,404914.0,112,Action,Comedy,Crime
3 Days to Kill,2014,2172934,5192,3,6.2,97467.0,117,Action,Comedy,Drama
300: Rise of an Empire,2014,1253863,5256,1,6.2,315359.0,102,Action,Drama,War
5 Flights Up,2014,2933544,7036,3,6.2,11206.0,88,Comedy,Drama,
A Brilliant Young Mind,2014,3149038,6425,1,7.1,30290.0,111,Drama,Romance,
A Girl Walks Home Alone at Night,2014,2326554,6036,3,6.9,38504.0,101,Drama,Horror,Romance
A Long Way Down,2014,458413,5346,3,6.3,34598.0,96,Comedy,Drama,
A Million Ways to Die in the West,2014,2557490,5517,2,6.1,198139.0,116,Comedy,Western,
A Most Violent Year,2014,2937898,6117,3,7.0,77365.0,125,Action,Crime,Drama
A Most Wanted Man,2014,1972571,5713,2,6.7,79977.0,122,Crime,Drama,Thriller
A Noite da Virada,2014,4299406,6023,3,4.8,258.0,90,Comedy,,
A Walk Among the Tombstones,2014,365907,5770,1,6.5,127159.0,114,Action,Crime,Drama
A coup sur,2014,2545186,5566,2,4.6,666.0,91,Comedy,,
About Last Night,2014,1826590,8340,2,6.0,25079.0,100,Comedy,Romance,
About a Girl,2014,3334794,5957,3,6.6,902.0,104,Comedy,Drama,
"Adventurer: The Curse of the Midas Box, The",2014,1376213,5207,1,5.5,7228.0,100,Adventure,Family,Fantasy
Alex of Venice,2014,2977090,9162,3,5.8,3382.0,86,Drama,,
"Alexander and the Terrible, Horrible, No Good Very Bad Day",2014,1698641,5839,3,6.2,46526.0,81,Comedy,Drama,Family
Alles Inklusive,2014,3469518,5327,3,5.6,230.0,119,Comedy,Drama,
Aloft,2014,2494384,6994,3,5.3,4037.0,112,Drama,,
Amazing Spider-Man 2,2014,1872181,5429,1,6.6,536128.0,142,Action,Adventure,Sci-Fi
American Sniper,2014,2179136,6118,1,7.3,527656.0,133,Action,Biography,Drama
Amour fou,2014,3003800,6743,2,6.4,1732.0,96,Comedy,Drama,
Anatomy of a Love Seen,2014,3546114,7203,3,4.7,2739.0,80,Drama,Romance,
Angry Video Game Nerd: The Movie,2014,2123146,6400,3,5.5,7591.0,115,Adventure,Comedy,Sci-Fi
Annabelle,2014,3322940,5804,3,5.4,174735.0,99,Horror,Mystery,Thriller
Annie,2014,1823664,6003,3,5.3,40424.0,118,Comedy,Drama,Family
Appropriate Behavior,2014,3077108,6032,3,6.5,4713.0,86,Comedy,Drama,Romance
Ardor,2014,1384925,7086,0,5.2,904.0,101,Drama,Western,
As Above So Below,2014,2870612,5733,3,6.2,111055.0,93,Horror,Mystery,Thriller
Ask Me Anything,2014,2505294,6646,3,6.0,12946.0,100,Drama,,
Atlas Shrugged: Who Is John Galt?,2014,2800038,5745,3,4.3,3880.0,99,Drama,Mystery,Sci-Fi
Automata,2014,1971325,5892,1,6.0,59292.0,109,Action,Drama,Sci-Fi
Avis de mistral,2014,3013588,5790,3,6.6,4071.0,105,Comedy,Drama,Romance
Awesome Asian Bad Guys,2014,3153524,9665,1,6.9,107.0,52,Action,Comedy,
"Babadook, The",2014,2321549,6011,3,6.8,246524.0,94,Drama,Horror,Mystery
"Bag Man, The",2014,2212008,5540,1,5.2,17127.0,108,Action,Crime,Drama
Barbie and the Secret Door,2014,3921852,5956,3,5.6,1808.0,81,Animation,Family,
Barefoot,2014,2355495,5409,3,6.5,26993.0,90,Comedy,Drama,Romance
Before I Go to Sleep,2014,1726592,6185,3,6.3,83997.0,92,Drama,Mystery,Thriller
Before We Go,2014,443465,6996,3,6.8,63496.0,95,Comedy,Drama,Romance
Begin Again,2014,1980929,5616,3,7.4,166537.0,104,Comedy,Drama,Music
Belle,2014,2404181,5449,3,7.3,33077.0,100,Biography,Drama,Romance
Better Living Through Chemistry,2014,1609479,7974,1,6.2,15633.0,91,Comedy,Drama,
Beyond the Lights,2014,3125324,5817,3,6.8,17353.0,116,Drama,Music,Romance
Big Eyes,2014,1126590,6159,3,7.0,98887.0,106,Biography,Crime,Drama
Big Game,2014,2088003,6513,0,5.4,35401.0,90,Action,Adventure,Comedy
Big Hero 6,2014,2245084,5906,3,7.8,499715.0,102,Action,Adventure,Animation
Big Stone Gap,2014,3254796,10180,3,5.7,3312.0,103,Comedy,Family,Mystery
Birdman,2014,2562232,5911,3,7.7,665295.0,119,Comedy,Drama,
Black Sea,2014,2261331,6423,0,6.4,40776.0,114,Adventure,Drama,Thriller
Blended,2014,1086772,5664,3,6.5,143602.0,117,Comedy,Romance,
"Book of Life, The",2014,2262227,5850,3,7.2,77787.0,95,Adventure,Animation,Comedy
"Boxtrolls, The",2014,787474,5696,2,6.8,61385.0,96,Adventure,Animation,Comedy
Boy Meets Girl,2014,3007302,6264,3,7.1,4938.0,95,Comedy,Drama,Romance
Boyhood,2014,1065073,5508,3,7.9,366662.0,165,Drama,,
Brick Mansions,2014,1430612,5447,3,5.6,44037.0,90,Action,Crime,Thriller
Cake,2014,3442006,6128,3,6.4,38832.0,102,Drama,,
Calvary,2014,2234003,5620,2,7.4,64220.0,102,Crime,Drama,Mystery
Camp Takota,2014,3097084,5349,3,6.6,4607.0,95,Comedy,,
Captain America: The Winter Soldier,2014,1843866,5351,3,7.7,896750.0,136,Action,Adventure,Sci-Fi
Cesar Chavez,2014,1621046,5345,3,6.4,3614.0,102,Biography,Drama,
Chef,2014,2883512,5486,1,7.3,231045.0,114,Adventure,Comedy,Drama
Christmas Under Wraps,2014,4180032,10633,3,6.2,6239.0,88,Comedy,Drama,Romance
Citizenfour,2014,4044364,5935,1,8.0,57888.0,114,Biography,Documentary,
Cloud 9,2014,2762970,10225,3,6.4,5620.0,85,Drama,Family,Sport
Clouds of Sils Maria,2014,2452254,5927,3,6.7,31131.0,124,Drama,,
Clown,2014,1780798,7280,3,5.7,26246.0,100,Horror,Thriller,
Comet,2014,2965412,6607,1,6.7,19621.0,91,Comedy,Drama,Romance
Conducta,2014,3595966,8122,3,7.5,1604.0,108,Drama,,
Cooties,2014,2490326,6488,1,5.7,28456.0,88,Action,Comedy,Horror
Court,2014,3717068,6731,1,7.6,5236.0,116,Drama,,
Creep,2014,2428170,7880,0,6.3,67816.0,77,Horror,Thriller,
Cuban Fury,2014,2390237,6230,1,6.2,19942.0,98,Comedy,Romance,Sport
Cut Bank,2014,1661820,6784,3,6.1,13795.0,93,Crime,Drama,Mystery
Da Sweet Blood of Jesus,2014,3104930,7730,3,4.5,1937.0,123,Comedy,Drama,Horror
"Damned Thing, The",2014,3748076,7064,1,3.0,257.0,87,Horror,Thriller,
Dark Was the Night,2014,2251281,6552,1,5.6,11088.0,99,Drama,Horror,Thriller
Date and Switch,2014,1878942,8650,2,5.7,8459.0,91,Comedy,Drama,Romance
Dawn of the Planet of the Apes,2014,2103281,5624,1,7.6,466836.0,130,Action,Adventure,Drama
Dead Girls,2014,3560546,5633,3,3.3,236.0,91,Horror,Thriller,
Dead Snow 2,2014,2832470,5149,3,6.8,26660.0,100,Action,Comedy,Fantasy
Dear White People,2014,2235108,5918,3,6.2,26539.0,108,Comedy,Drama,Romance
Deliver Us From Evil,2014,2377322,8377,2,6.2,85462.0,118,Crime,Fantasy,Horror
Der Kleine Medicus - Geheimnisvolle Mission im Korper,2014,3832158,5899,3,5.1,126.0,78,Animation,Family,
Der Kreis,2014,3148952,8560,1,7.3,1694.0,102,Biography,Drama,Romance
Der kleine Drache Kokosnuss,2014,3726220,6957,0,4.6,229.0,83,Animation,Family,
"Disappearance of Eleanor Rigby: Her, The",2014,3720788,6109,3,6.9,9737.0,100,Drama,Romance,
"Disappearance of Eleanor Rigby: Them, The",2014,3729920,5780,3,6.3,13077.0,123,Drama,Romance,
Divergent,2014,1840309,5308,3,6.6,487635.0,139,Action,Adventure,Mystery
Dohee-ya,2014,3661798,6490,3,6.9,3187.0,119,Drama,,
Dolares de arena (Sand Dollars),2014,3958098,8605,3,5.9,551.0,84,Drama,,
Dolphin Tale 2,2014,2978462,8327,3,6.4,9785.0,107,Drama,Family,
Dracula Untold,2014,829150,8316,0,6.2,207187.0,92,Action,Drama,Fantasy
