title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3
Our Man Flint,1966,59557,2845,2,6.4,7068.0,108,Action,Adventure,Comedy
"Paradise, Hawaiian Style",1966,59563,10742,3,5.4,2460.0,91,Comedy,Musical,
Persona,1966,60827,589,3,8.1,130472.0,85,Drama,Thriller,
"Plague of the Zombies, The",1966,60841,7030,3,6.6,5620.0,90,Horror,,
Return of Daimajin,1966,62852,6471,0,6.2,833.0,87,Fantasy,,
"Sand Pebbles, The",1966,60934,3092,1,7.5,16364.0,182,Adventure,Drama,Romance
Saraswathi Sabatham,1966,246913,9956,2,7.6,145.0,159,Comedy,Drama,Fantasy
"Silencers, The",1966,60980,10477,1,5.9,3784.0,102,Action,Adventure,Comedy
Spinout,1966,61015,10816,1,5.7,2346.0,90,Comedy,Musical,Romance
Tokyo Drifter,1966,61101,7239,1,7.1,9669.0,89,Action,Crime,
Torn Curtain,1966,61107,5391,3,6.6,29160.0,128,Drama,Romance,Thriller
"Trouble with Angels, The",1966,61122,2582,3,7.3,5742.0,112,Comedy,Family,
"Who Are You, Polly Maggoo?",1966,60879,9468,1,6.8,1273.0,102,Comedy,Drama,
Who&#39;s Afraid of Virginia Woolf?,1966,61184,2798,1,8.0,79721.0,131,Drama,,
Winnetou and the Crossbreed,1966,61197,9688,1,5.7,1714.0,90,Adventure,Western,
Winnetou und sein Freund Old Firehand,1966,61198,9694,1,5.2,1359.0,98,Adventure,Western,
Wrath of Daimajin,1966,62853,6541,0,6.4,967.0,79,Drama,Fantasy,
A Countess from Hong Kong,1967,61523,9078,3,6.0,6939.0,120,Comedy,Romance,
A Time for Killing,1967,62373,8633,0,5.4,1094.0,88,Drama,Western,
Accident,1967,61328,9124,1,6.8,4964.0,105,Drama,,
"Ambushers, The",1967,62657,10481,2,5.3,2301.0,102,Action,Comedy,Sci-Fi
Asterix the Gaul (Asterix le Gaulois),1967,61369,4937,0,6.6,11852.0,68,Action,Adventure,Animation
Barefoot in the Park,1967,61385,7943,3,7.0,20455.0,106,Comedy,Romance,
Bedazzled,1967,61391,3500,3,6.8,9788.0,103,Comedy,Fantasy,Romance
Belle de Jour,1967,61395,3085,3,7.6,48879.0,100,Drama,Romance,
Berserk,1967,61398,3712,3,5.3,2612.0,96,Horror,Mystery,Thriller
Bonnie and Clyde,1967,61418,2083,3,7.7,120384.0,111,Action,Biography,Crime
Casino Royale,1967,61452,2664,2,5.0,32361.0,131,Comedy,,
Clambake,1967,61489,10798,1,5.6,3212.0,99,Comedy,Musical,
Cool Hand Luke,1967,61512,301,1,8.1,188067.0,127,Crime,Drama,
Daikaiju kuchusen: Gamera tai Gyaosu,1967,61695,6744,0,5.1,2478.0,86,Action,Family,Fantasy
"Dirty Dozen, The",1967,61578,2966,0,7.7,78904.0,150,Action,Adventure,War
"Django Kill... If You Live, Shoot!",1967,62082,9709,0,6.3,2928.0,100,Horror,Western,
Don&#39;t Make Waves,1967,61590,10485,3,5.8,1932.0,97,Comedy,,
Double Trouble,1967,61595,10818,3,5.1,1843.0,91,Comedy,Crime,Drama
Elvira Madigan,1967,61620,2928,0,7.0,3216.0,91,Biography,Drama,Romance
"Fearless Vampire Killers, The",1967,61655,4316,1,7.0,33786.0,108,Comedy,Horror,
"Fox, The",1967,62990,4722,3,6.5,1270.0,110,Drama,,
God Forgives... I Don&#39;t!,1967,61576,9555,0,6.2,5356.0,113,Western,,
"Graduate, The",1967,61722,616,2,8.0,287843.0,106,Comedy,Drama,Romance
Guess Who&#39;s Coming to Dinner,1967,61735,5222,3,7.8,48805.0,108,Comedy,Drama,
Hot Thrills and Warm Chills,1967,61785,10946,3,3.8,276.0,80,Drama,,
I Am Curious (Yellow),1967,61834,2829,3,6.0,4293.0,121,Drama,Romance,
In the Heat of the Night,1967,61811,3241,1,7.9,83364.0,110,Drama,Mystery,Thriller
"Jungle Book, The",1967,61852,493,1,7.6,198100.0,78,Adventure,Animation,Comedy
Koroshi no rakuin [Branded to Kill],1967,61882,7242,1,7.2,10179.0,91,Action,Crime,Drama
La collectionneuse,1967,61495,4479,1,7.3,9748.0,86,Comedy,Drama,Romance
Le Samourai,1967,62229,4146,1,8.0,56807.0,105,Crime,Drama,Thriller
Marketa Lazarova,1967,63278,2054,1,7.9,5994.0,162,Drama,History,Romance
Peppermint Frappe,1967,62113,7513,1,7.1,1962.0,94,Drama,Thriller,
Playtime,1967,62136,4519,3,7.8,25788.0,155,Comedy,,
Robbery,1967,62207,10913,0,6.9,2030.0,110,Crime,Drama,
Smashing Time,1967,62281,5384,3,5.9,622.0,96,Comedy,Musical,
Son of Godzilla,1967,61856,6374,0,5.2,5801.0,86,Adventure,Comedy,Family
Thoroughly Modern Millie,1967,62362,2431,3,6.9,7011.0,138,Comedy,Musical,Romance
"To Sir, with Love",1967,62376,10937,3,7.6,20336.0,105,Drama,,
Two Weeks in September,1967,62534,10788,3,5.4,304.0,96,Drama,Romance,
Two for the Road,1967,62407,3596,3,7.4,14642.0,111,Comedy,Drama,Romance
Uchu daikaiju Girara,1967,62411,6714,3,4.8,1506.0,89,Horror,Sci-Fi,
Valley of the Dolls,1967,62430,3070,3,6.0,9712.0,123,Drama,Music,Romance
Wait Until Dark,1967,62467,3597,3,7.7,33609.0,108,Thriller,,
Woman Times Seven,1967,62502,5171,3,5.8,1975.0,99,Comedy,Drama,
You Only Live Twice,1967,62512,2400,1,6.8,117255.0,117,Action,Adventure,Thriller
"Young Girls of Rochefort, The",1967,62873,7586,3,7.7,11967.0,120,Comedy,Drama,Musical
2001: A Space Odyssey,1968,62622,919,0,8.3,717218.0,149,Adventure,Sci-Fi,
Asterix et Cleopatre,1968,62687,3947,0,7.2,14382.0,72,Adventure,Animation,Comedy
Barbarella,1968,62711,2157,3,5.9,37613.0,98,Adventure,Comedy,Fantasy
"Boys of Paul Street, The",1968,62164,8542,0,7.8,3283.0,110,Drama,,
"Bride Wore Black, The",1968,61955,3878,3,7.2,10118.0,107,Crime,Drama,Mystery
Bullitt,1968,62765,7123,1,7.4,75624.0,114,Action,Crime,Thriller
Carry On... Up the Khyber,1968,62782,3626,3,6.8,5444.0,88,Adventure,Comedy,
"Cat Has Nine Lives, The",1968,130141,8686,3,5.5,287.0,91,Drama,,
Charly,1968,62794,764,2,6.9,7268.0,103,Drama,Romance,Sci-Fi
Chitty Chitty Bang Bang,1968,62803,9547,3,6.9,50571.0,144,Adventure,Family,Fantasy
Destroy All Monsters,1968,63172,6394,0,6.4,7503.0,89,Action,Adventure,Horror
"Django, Prepare a Coffin",1968,62151,9707,0,6.4,3135.0,92,Action,Drama,Western
Dracula Has Risen from the Grave,1968,62909,8289,2,6.5,8176.0,92,Drama,Fantasy,Horror
Egri csillagok,1968,62925,8543,1,7.4,2623.0,157,Adventure,History,Romance
Funny Girl,1968,62994,4045,3,7.4,25069.0,151,Biography,Comedy,Drama
Gamera vs. Viras,1968,63000,6807,2,4.5,1859.0,75,Action,Adventure,Family
Hang &#39;Em High,1968,61747,2969,2,7.0,42888.0,114,Drama,Western,
Head,1968,63049,2925,0,6.4,6928.0,86,Comedy,Fantasy,Musical
Hellfighters,1968,63060,2104,2,6.5,6389.0,121,Action,Adventure,Drama
Hour of the Wolf,1968,63759,5878,1,7.5,22511.0,88,Drama,Horror,Mystery
Ice Station Zebra,1968,63121,7986,0,6.6,11828.0,148,Adventure,Thriller,
If....,1968,63850,2757,1,7.4,25139.0,111,Crime,Drama,
Il giorno della civetta,1968,63010,6452,0,7.0,1870.0,108,Crime,Drama,Mystery
"Killing of Sister George, The",1968,63185,5385,3,7.0,2551.0,138,Drama,,
"Lion in Winter, The",1968,63227,2749,3,7.9,34120.0,134,Biography,Drama,History
"Live a Little, Love a Little",1968,63231,10531,1,5.6,2032.0,90,Comedy,Musical,Romance
Mandabi,1968,63268,10497,2,7.3,1450.0,92,Comedy,Drama,
Night of the Living Dead,1968,63350,3499,3,7.8,138694.0,96,Horror,Thriller,
Oliver!,1968,63385,9595,2,7.4,41311.0,153,Drama,Family,Musical
Once Upon a Time in the West,1968,64116,2226,1,8.5,348325.0,166,Western,,
"Party, The",1968,63415,2652,3,7.4,43633.0,99,Comedy,Romance,
Planet of the Apes,1968,63442,599,1,8.0,192360.0,112,Adventure,Sci-Fi,
"Producers, The",1968,63462,844,0,7.5,59633.0,88,Comedy,Music,
"Rape of the Vampire, The",1968,62446,9764,3,5.2,1361.0,95,Horror,,
Reconstruction,1968,63493,7673,0,7.8,1713.0,100,Comedy,Drama,
Romeo and Juliet,1968,63518,1249,3,7.6,34650.0,138,Drama,Romance,
Rosemary&#39;s Baby,1968,63522,857,3,8.0,234276.0,137,Drama,Horror,
Shalako,1968,63592,10608,3,5.6,3479.0,113,Drama,Western,
Speedway,1968,63634,10821,3,5.5,2732.0,94,Comedy,Musical,Romance
Star!,1968,63642,2092,3,6.4,2267.0,176,Biography,Comedy,Drama
"Swimmer, The",1968,63663,10764,1,7.6,13689.0,95,Drama,,
Taiyo no oji: Horusu no daiboken,1968,63668,323,0,6.6,2493.0,82,Action,Adventure,Animation
"Today We Kill, Tomorrow We Die!",1968,63379,9556,0,6.1,1718.0,105,Drama,Thriller,Western
Up the Junction,1968,62426,3826,3,6.9,1009.0,119,Drama,,
"Valley of Death, The",1968,63818,9693,0,6.1,1619.0,89,Adventure,Western,
Vixen!,1968,63787,10467,3,5.6,3103.0,70,Drama,,
Where Eagles Dare,1968,65207,1185,3,7.6,62735.0,158,Action,Adventure,War
"Wrecking Crew, The",1968,65225,8827,3,5.4,3709.0,105,Action,Adventure,Comedy
Yellow Submarine,1968,63823,1815,0,7.4,27972.0,88,Adventure,Animation,Comedy
Age of Consent,1969,63991,6816,3,6.3,3707.0,106,Biography,Comedy,Drama
Alice&#39;s Restaurant,1969,64002,2899,1,6.2,4641.0,111,Comedy,Drama,Music
Army of Shadows,1969,64040,4350,0,8.1,25765.0,145,Drama,War,
Butch Cassidy and the Sundance Kid,1969,64115,2077,1,8.0,226325.0,110,Biography,Crime,Drama
Change of Habit,1969,65537,10829,3,6.0,2710.0,93,Crime,Drama,Music
Charro!,1969,64155,10593,1,5.6,2366.0,98,Western,,
Chastity,1969,64156,2586,0,4.8,570.0,83,Drama,Romance,
"Computer Wore Tennis Shoes, The",1969,65566,2091,1,5.9,5916.0,91,Comedy,Family,Sci-Fi
Django the Bastard,1969,64240,9708,0,6.1,1265.0,98,Action,Drama,Horror
Downhill Racer,1969,64253,2283,0,6.3,5325.0,101,Drama,Sport,
Easy Rider,1969,64276,2079,1,7.2,116705.0,95,Adventure,Drama,
Flareup,1969,64333,10833,3,5.0,570.0,100,Crime,Thriller,
"Girl Who Knew Too Much, The",1969,64370,10664,1,5.4,185.0,95,Crime,Drama,Thriller
"Godzilla&#39;s Revenge (Godzilla, Minira, Gabara: All Monsters Attack)",1969,64373,6396,0,3.9,5435.0,69,Adventure,Family,Fantasy
"Hello, Dolly!",1969,64418,4755,3,7.0,16918.0,146,Adventure,Comedy,Musical
"Honeymoon Killers, The",1969,64437,1182,3,7.0,5814.0,107,Crime,Drama,Romance
"Italian Job, The",1969,64505,2583,1,7.2,50191.0,99,Action,Comedy,Crime
Kes,1969,64541,2722,1,7.9,22861.0,111,Drama,Family,
Les femmes,1969,64324,10783,1,5.4,457.0,86,Comedy,,
Marquis de Sade&#39;s Justine,1969,62870,9762,3,5.1,2041.0,90,Drama,,
Midnight Cowboy,1969,64665,3406,1,7.8,120258.0,113,Drama,,
Mississippi Mermaid,1969,64990,3880,3,6.9,7188.0,123,Crime,Drama,Romance
My Night at Maud&#39;s,1969,64612,7924,3,7.8,14499.0,110,Comedy,Drama,Romance
My Side of the Mountain,1969,64708,1783,1,6.6,1169.0,100,Adventure,Family,
On Her Majesty&#39;s Secret Service,1969,64757,4669,2,6.7,99147.0,142,Action,Adventure,Thriller
Paint Your Wagon,1969,64782,1817,2,6.6,14806.0,164,Comedy,Drama,Musical
"Passion of Anna, The",1969,64793,8266,1,7.6,10407.0,101,Drama,,
"Prime of Miss Jean Brodie, The",1969,64840,2456,3,7.6,9835.0,116,Comedy,Drama,Romance
Support Your Local Sheriff!,1969,65051,1100,1,7.5,12644.0,92,Comedy,Western,
"Swimming Pool, The",1969,64816,9202,3,7.1,12645.0,122,Crime,Drama,Romance
Take the Money and Run,1969,65063,7288,1,7.2,31404.0,85,Comedy,Crime,
"They Shoot Horses, Don&#39;t They?",1969,65088,6794,1,7.8,20785.0,129,Drama,,
"Trouble with Girls, The",1969,65125,10558,3,5.2,1768.0,97,Comedy,History,Musical
True Grit,1969,65126,2902,3,7.4,51321.0,128,Adventure,Drama,Western
Women in Love,1969,66579,1426,3,7.1,8523.0,131,Drama,Romance,
Z,1969,65234,7521,1,8.2,31247.0,127,Crime,Drama,Thriller
"Adventures of Gerard, The",1970,65375,10931,1,4.9,368.0,92,Adventure,Comedy,History
Airport,1970,65377,4801,3,6.6,21596.0,137,Action,Drama,Thriller
"AristoCats, The",1970,65421,1122,3,7.1,114372.0,78,Adventure,Animation,Comedy
Bambule,1970,65449,2634,3,6.7,109.0,90,Drama,,
Beyond the Valley of the Dolls,1970,65466,583,3,6.1,12001.0,109,Comedy,Drama,Music
"Boys in the Band, The",1970,65488,3681,0,7.6,5872.0,118,Drama,,
Carry It On,1970,188484,3514,3,7.6,17.0,80,Documentary,,
Catch-22,1970,65528,8774,3,7.1,26448.0,122,Comedy,Drama,War
Claire&#39;s Knee,1970,65772,7923,3,7.5,12458.0,105,Drama,Romance,
Colossus: The Forbin Project,1970,64177,6605,0,7.1,10106.0,100,Sci-Fi,Thriller,
"Conformist, The",1970,65571,5512,3,7.9,33571.0,113,Drama,,
Darling Lili,1970,65611,6274,3,6.1,2369.0,136,Comedy,Drama,Musical
Deep End,1970,66122,2571,1,7.2,7457.0,92,Comedy,Drama,Romance
Dodes&#39;ka-den,1970,65649,7169,3,7.3,7601.0,140,Drama,,
Donkey Skin,1970,66207,7599,3,7.0,6328.0,91,Comedy,Fantasy,Musical
El Topo,1970,67866,10490,2,7.2,31301.0,125,Drama,Western,
Five Easy Pieces,1970,65724,2984,3,7.4,40364.0,98,Drama,,
House of Dark Shadows,1970,65856,4340,2,6.3,3422.0,97,Drama,Fantasy,Horror
Investigation of a Citizen Above Suspicion,1970,65889,10478,0,8.0,13257.0,115,Crime,Drama,
Italian Stallion,1970,65904,9828,3,2.5,2489.0,71,Adult,Comedy,Drama
Le Boucher,1970,64106,9994,1,7.3,9349.0,93,Drama,Thriller,
Le Cercle Rouge,1970,65531,255,0,7.9,28029.0,140,Crime,Drama,Thriller
Les novices,1970,66164,3537,3,5.1,319.0,91,Comedy,Drama,
Little Big Man,1970,65988,7753,1,7.5,37820.0,139,Adventure,Comedy,Drama
Love Story,1970,66011,3302,1,6.9,37354.0,100,Drama,Romance,
"Music Lovers, The",1970,66109,5484,1,7.2,3005.0,123,Biography,Comedy,Drama
Myra Breckinridge,1970,66115,10825,3,4.5,3438.0,94,Comedy,,
"Nachts, wenn Dracula erwacht",1970,65569,7057,1,5.6,3772.0,98,Drama,Horror,
Patton,1970,66206,9594,1,7.9,107741.0,172,Biography,Drama,War
"Phantom Tollbooth, The",1970,64806,1932,1,6.7,3530.0,90,Adventure,Animation,Comedy
Pippi in the South Seas,1970,66227,9386,3,6.8,5551.0,86,Adventure,Comedy,Drama
"Railway Children, The",1970,66279,9048,3,7.3,5682.0,109,Drama,Family,
Rio Lobo,1970,66301,9578,1,6.7,13610.0,114,Drama,War,Western
Santa Clause is Comin&#39; to Town,1970,66327,1726,1,7.7,17472.0,48,Adventure,Animation,Comedy
Scars of Dracula,1970,67713,4201,1,6.1,6382.0,95,Horror,,
Taste the Blood of Dracula,1970,65073,4237,3,6.3,6857.0,91,Drama,Fantasy,Horror
They Call Me Trinity,1970,67355,9380,2,7.4,24910.0,115,Comedy,Western,
"Things of Life, The",1970,64165,8429,1,7.4,5532.0,89,Drama,Romance,
Tora! Tora! Tora!,1970,66473,8322,1,7.5,37095.0,144,Action,Drama,History
Tristana,1970,66491,7559,2,7.4,12796.0,99,Drama,,
Two Mules for Sister Sara,1970,65134,2428,3,7.0,30456.0,116,Adventure,Drama,Romance
"Vampire Lovers, The",1970,66518,2602,3,6.4,7422.0,91,Horror,,
Wanda,1970,67961,9082,3,7.1,5639.0,102,Crime,Drama,
Waterloo,1970,66549,7907,0,7.3,12552.0,134,Action,Biography,Drama
Zabriskie Point,1970,66601,10898,1,6.9,17106.0,113,Drama,,
10 Rillington Place,1971,66730,7698,1,7.5,9749.0,111,Biography,Crime,Drama
A Clockwork Orange,1971,66921,1039,1,8.3,879142.0,136,Crime,Sci-Fi,
A New Leaf,1971,67482,9123,3,7.3,7591.0,102,Comedy,Romance,
Anand,1971,66763,9324,2,8.1,35266.0,122,Drama,Musical,
And Now for Something Completely Different,1971,66765,1837,1,7.5,31464.0,88,Comedy,,
"Andromeda Strain, The",1971,66769,9680,3,7.2,40335.0,131,Mystery,Sci-Fi,Thriller
Bananas,1971,66808,5312,1,6.9,37653.0,82,Comedy,,
Bedknobs and Broomsticks,1971,66817,1770,3,7.0,40620.0,117,Adventure,Animation,Comedy
Bello onesto emigrato Australia sposerebbe compaesana illibata,1971,66824,7574,2,6.9,1229.0,113,Comedy,,
Daughters of Darkness,1971,67690,8874,3,6.5,7023.0,87,Horror,,
Dearest Love (Murmur of the Heart),1971,67778,11180,2,7.5,10811.0,118,Comedy,Drama,
Death in Venice,1971,67445,5375,0,7.4,22977.0,130,Drama,Romance,
"Devils, The",1971,66993,7158,3,7.8,18560.0,111,Biography,Drama,History
Diamonds Are Forever,1971,66995,5390,1,6.5,113874.0,120,Action,Adventure,Thriller
Dirty Harry,1971,66999,11195,0,7.7,167861.0,102,Action,Crime,Thriller
Duel,1971,67023,6351,0,7.6,78097.0,90,Action,Thriller,
"Emigrants, The",1971,67919,8641,3,8.0,7431.0,191,Drama,History,
Escape from the Planet of the Apes,1971,67065,2893,1,6.3,38862.0,98,Action,Sci-Fi,
Family Life,1971,68569,10612,3,7.5,2052.0,108,Drama,,
"French Connection, The",1971,67116,4232,1,7.7,135151.0,104,Action,Crime,Drama
Frenchie King,1971,67637,3476,3,5.2,1325.0,94,Action,Comedy,Western
Get Carter,1971,67128,7518,1,7.3,36662.0,112,Action,Crime,Thriller
Godzilla vs. the Smog Monster (Godzilla vs. Hedorah),1971,67148,6408,3,6.1,6524.0,85,Action,Animation,Family
Hannie Caulder,1971,68675,8508,0,6.3,4160.0,85,Crime,Drama,Western
Harold and Maude,1971,67185,2159,3,7.9,81679.0,91,Comedy,Drama,Romance
Here Comes Peter Cotton Tail,1971,249577,1727,1,7.4,1517.0,60,Adventure,Animation,Comedy
"House That Dripped Blood, The",1971,65854,7067,3,6.5,7461.0,102,Drama,Fantasy,Horror
Johnny Got His Gun,1971,67277,9591,1,7.8,18293.0,111,Drama,War,
Klute,1971,67309,6804,3,7.1,29499.0,114,Crime,Mystery,Thriller
"Lady Hermit, The",1971,67322,5344,3,7.2,426.0,105,Action,Drama,
"Last Picture Show, The",1971,67328,2286,2,8.0,52201.0,118,Drama,Romance,
Let&#39;s Scare Jessica to Death,1971,67341,4066,3,6.4,9283.0,89,Drama,Horror,Mystery
Lulu the Tool,1971,66919,6243,1,7.6,4040.0,125,Drama,,
Lust for a Vampire,1971,67367,4327,3,5.7,3541.0,95,Horror,,
Macbeth,1971,67372,8265,1,7.4,14914.0,140,Drama,History,
"Mary, Queen of Scots",1971,67402,3502,3,7.1,4869.0,128,Biography,Drama,History
McCabe &amp; Mrs. Miller,1971,67411,5313,3,7.6,27546.0,120,Drama,Western,
Melody,1971,67418,9299,2,7.6,3163.0,103,Comedy,Drama,Romance
"Million Dollar Duck, The",1971,66728,1123,1,5.7,2672.0,89,Comedy,Family,Sci-Fi
Mon oncle Antoine,1971,67439,3218,3,7.4,3179.0,104,Drama,,
Mrs. Pollifax - Spy,1971,67451,3139,3,5.6,544.0,110,Adventure,Comedy,
Nicholas and Alexandra,1971,67483,7189,3,7.2,5548.0,183,Biography,Drama,History
Play Misty for Me,1971,67588,3252,3,6.9,31731.0,102,Drama,Thriller,
Punishment Park,1971,67633,8844,3,7.7,7607.0,91,Drama,Thriller,
Rum Runners,1971,66857,10786,2,5.6,599.0,135,Adventure,Comedy,
"Seven Minutes, The",1971,67736,10468,3,5.5,451.0,115,Drama,,
Shaft,1971,67741,2751,1,6.6,20938.0,100,Action,Crime,Thriller
Straw Dogs,1971,67800,2620,1,7.4,64367.0,113,Crime,Drama,Thriller
Sweet Sweetback&#39;s Baadasssss Song,1971,67810,3039,1,5.5,5839.0,97,Action,Crime,Drama
THX 1138,1971,66434,626,0,6.6,54512.0,86,Drama,Sci-Fi,Thriller
Taking Off,1971,67820,1457,3,7.4,4804.0,93,Comedy,Drama,Music
Trinity Is Still My Name,1971,68154,9557,1,7.2,17339.0,117,Comedy,Western,
"Trojan Women, The",1971,67881,3194,3,6.9,1693.0,105,Drama,,
Vampyros Lesbos,1971,66380,7387,3,5.4,5183.0,89,Drama,Horror,
Vanishing Point,1971,67927,9228,0,7.2,30456.0,99,Action,Crime,Thriller
Wake in Fright,1971,67541,6763,1,7.6,13898.0,109,Drama,Thriller,
Walkabout,1971,67959,239,1,7.6,27266.0,100,Adventure,Drama,
Werewolves on Wheels,1971,67972,8506,1,4.3,1563.0,80,Horror,,
Willy Wonka &amp; the Chocolate Factory,1971,67992,304,2,7.8,226401.0,100,Family,Fantasy,Musical
1776,1972,68156,2986,1,7.6,10287.0,141,Drama,Family,History
Aguirre: The Wrath of God,1972,68182,2674,2,7.8,62047.0,95,Action,Adventure,Biography
All the Way Boys,1972,69095,9774,0,6.6,7475.0,120,Action,Adventure,Comedy
Avanti!,1972,68240,2391,3,7.2,11631.0,144,Comedy,Romance,
"Big Bird Cage, The",1972,68273,9747,3,5.9,3003.0,88,Action,Crime,Drama
"Bitter Tears of Petra von Kant , The",1972,68278,6822,3,7.5,10980.0,124,Drama,Romance,
Black Gunn,1972,68281,10589,1,5.8,871.0,96,Action,Crime,Thriller
Blacula,1972,68284,7019,3,5.7,7832.0,93,Fantasy,Horror,Romance
Butterflies Are Free,1972,68326,3274,3,7.2,5946.0,109,Comedy,Drama,Music
Cabaret,1972,68327,4186,3,7.8,59191.0,124,Drama,Music,Musical
Chloe in the Afternoon,1972,68205,1636,2,7.6,9306.0,97,Comedy,Drama,Romance
Cries and Whispers (Viskningar och rop),1972,69467,2031,3,8.0,36861.0,91,Drama,,
"Dawns Here are Quiet, The",1972,68161,3408,3,8.1,4751.0,188,Drama,History,War
Deep Throat,1972,68468,6811,3,5.0,7029.0,61,Adult,Comedy,
Deliverance,1972,68473,3395,1,7.7,118928.0,109,Adventure,Drama,Thriller
"Discreet Charm of the Bourgeoisie, The",1972,68361,7964,3,7.8,46653.0,102,Comedy,,
Don&#39;t Torture a Duckling,1972,69019,2803,2,7.0,10652.0,105,Horror,Mystery,Thriller
Frenzy,1972,68611,7434,3,7.4,49274.0,116,Thriller,,
"Getaway, The",1972,68638,10949,1,7.3,35574.0,123,Action,Crime,Thriller
"Godfather, The",1972,68646,2224,2,9.2,2004559.0,175,Crime,Drama,
Godzilla vs. Gigan,1972,68371,6417,1,5.6,5668.0,89,Action,Adventure,Family
"Hitchhikers, The",1972,67206,9736,3,4.5,345.0,92,Action,Drama,
Jeremiah Johnson,1972,68762,2924,1,7.6,34904.0,108,Adventure,Drama,Western
Joe Kidd,1972,68768,10648,1,6.4,21122.0,88,Drama,Western,
"L&#39;aventure, c&#39;est l&#39;aventure",1972,66798,6140,0,6.8,2476.0,120,Adventure,Comedy,Crime
Lady Sings the Blues,1972,68828,9183,3,7.0,4833.0,144,Biography,Drama,Music
"Last House on the Left, The",1972,68833,7186,3,5.9,40183.0,84,Crime,Horror,Thriller
Last Tango in Paris,1972,70849,4516,3,6.9,58122.0,129,Drama,Romance,
Lone Wolf and Cub: Baby Cart at the River Styx,1972,68816,9382,2,7.9,6838.0,82,Action,Adventure,Drama
Lone Wolf and Cub: Baby Cart in Peril,1972,143348,9383,0,7.5,4935.0,81,Action,Thriller,
Lone Wolf and Cub: Baby Cart to Hades,1972,68817,9384,0,7.5,5586.0,89,Action,Drama,
Lone Wolf and Cub: Sword of Vengeance,1972,68815,9381,0,7.7,8847.0,84,Action,Adventure,
"Mattei Affair (Il caso Mattei), The",1972,68346,6085,0,7.6,2444.0,116,Biography,Drama,Mystery
Night of the Felines,1972,227051,10852,3,5.3,240.0,70,Comedy,Drama,
"Other Side of Underneath, The",1972,201820,1462,3,6.2,473.0,142,Drama,,
Pink Flamingos,1972,69089,708,3,6.0,27787.0,93,Comedy,Crime,
"Poseidon Adventure, The",1972,69113,4916,1,7.1,49080.0,117,Action,Adventure,Drama
Prison Girls,1972,244730,6022,3,4.0,526.0,93,Crime,Drama,
Sbatti il mostro in prima pagina,1972,70641,6244,1,7.4,1515.0,86,Drama,Mystery,Thriller
"Silent Night, Bloody Night",1972,70694,4981,3,5.2,4863.0,81,Horror,Mystery,Thriller
Sisters,1972,70698,9454,3,6.9,20580.0,93,Horror,Mystery,Thriller
Sleuth,1972,69281,5314,0,8.0,50066.0,138,Mystery,Thriller,
Solyaris,1972,69293,679,1,8.0,97954.0,167,Drama,Mystery,Sci-Fi
State of Siege,1972,70959,7544,0,7.7,6036.0,130,Crime,Drama,Mystery
Travels With My Aunt,1972,69404,3132,3,6.3,2557.0,108,Adventure,Comedy,
Une belle fille comme moi,1972,69442,1176,3,6.5,2764.0,98,Comedy,Crime,Drama
Wedding in White,1972,69489,6500,3,6.5,377.0,103,Drama,,
What&#39;s up Doc,1972,69495,4149,2,7.7,26919.0,94,Comedy,Romance,
When Michael Calls,1972,67977,2087,2,6.0,997.0,73,Horror,Thriller,
&#39;Gator Bait,1973,74080,9738,0,5.4,1448.0,88,Action,Adventure,Drama
A Doll&#39;s House,1973,69987,7603,3,6.4,1396.0,105,Drama,,
A Touch of Class,1973,70819,2444,2,6.5,3535.0,106,Comedy,Romance,
